iter	Logloss
350	0.3492178981
351	0.3488145574
352	0.3486207652
353	0.3482718082
354	0.3480501582
355	0.3477578723
356	0.3474569867
357	0.3473803912
358	0.3472391866
359	0.3470795186
360	0.3467851961
361	0.3466048862
362	0.3465157221
363	0.3462181325
364	0.3460809579
365	0.3458878687
366	0.3458023481
367	0.345375979
368	0.3450760179
369	0.3448290966
370	0.3447351714
371	0.3446934685
372	0.3444072849
373	0.3442826967
374	0.3439133686
375	0.3436281843
376	0.3435821335
377	0.343513929
378	0.3433169395
379	0.3430656801
380	0.3428513563
381	0.3428321447
382	0.3427051789
383	0.3425976875
384	0.342493709
385	0.3422704529
386	0.3420250946
387	0.3419029586
388	0.3416644155
389	0.3414877981
390	0.3413192817
391	0.3408965872
392	0.3408015519
393	0.3404473771
394	0.3401170155
395	0.3399320868
396	0.3398026835
397	0.3396329257
398	0.3392259908
399	0.3391044959
400	0.3388628117
401	0.3387927197
402	0.3387763857
403	0.338689992
404	0.3384135603
405	0.33824003
406	0.3380615795
407	0.3378635063
408	0.3374174501
409	0.3371435354
410	0.3370183365
411	0.3368641668
412	0.3367476133
413	0.3365046387
414	0.3362661972
415	0.3362031432
416	0.3359986266
417	0.3358407062
418	0.3358029341
419	0.3356227823
420	0.3355132315
421	0.3354131985
422	0.3350351011
423	0.3349099484
424	0.3347371886
425	0.3344832418
426	0.3343558747
427	0.3341647298
428	0.3338612981
429	0.3337469643
430	0.3336121826
431	0.3334520487
432	0.3333064802
433	0.3329385109
434	0.3326485736
435	0.3323402468
436	0.3322096266
437	0.3319109412
438	0.3317933029
439	0.3315480765
440	0.331490249
441	0.3313751612
442	0.3312824389
443	0.3310669197
444	0.3309087265
445	0.3307733511
446	0.3305076431
447	0.3303233471
448	0.3302467658
449	0.3299513491
450	0.3298538887
451	0.3297798676
452	0.3295528659
453	0.3293322037
454	0.3292386086
455	0.3290857671
456	0.3289366153
457	0.3287676285
458	0.32857554
459	0.3284247986
460	0.3283715634
461	0.3283530893
462	0.3281193388
463	0.3279620028
464	0.3277365952
465	0.3276228223
466	0.3275095732
467	0.3273620164
468	0.3272048622
469	0.3270051403
470	0.3269103847
471	0.3268574638
472	0.3266605376
473	0.3264754148
474	0.3263712599
475	0.3261004501
476	0.3258474805
477	0.3257342741
478	0.325622409
479	0.3254172666
480	0.3252796388
481	0.3249637985
482	0.3248057913
483	0.3245627129
484	0.3243789942
485	0.3241059183
486	0.3238726163
487	0.3238467482
488	0.3236990125
489	0.3235196821
490	0.3233953824
491	0.3232001855
492	0.3227008543
493	0.3223764834
494	0.3221828637
495	0.3221011846
496	0.3219873726
497	0.3218220237
498	0.321593978
499	0.3214557574
500	0.3213449762
501	0.3213131015
502	0.3212283354
503	0.321085505
504	0.3207903476
505	0.3206673138
506	0.3205772131
507	0.3204636122
508	0.3203129843
509	0.3201506302
510	0.3200386753
511	0.319862842
512	0.3197782413
513	0.319684216
514	0.3195867948
515	0.3194177372
516	0.3192175478
517	0.3189980798
518	0.318807068
519	0.3186364363
520	0.3185641461
521	0.3184255309
522	0.3181929014
523	0.3180814651
524	0.3179372179
525	0.3175724561
526	0.3173274942
527	0.3171722738
528	0.3171295089
529	0.3169884449
530	0.3168347235
531	0.3167605011
532	0.3165732388
533	0.3164236436
534	0.3161815675
535	0.3160257749
536	0.3158139535
537	0.3156304515
538	0.3155453705
539	0.3153484747
540	0.3150341691
541	0.3149118174
542	0.3148127557
543	0.3145656135
544	0.3144879493
545	0.3143668239
546	0.3142508301
547	0.314102712
548	0.313844086
549	0.3135747518
550	0.313439527
551	0.3133438892
552	0.3132420254
553	0.3129005723
554	0.312815642
555	0.3127295303
556	0.3126060848
557	0.312416595
558	0.3122992879
559	0.3121646721
560	0.3120337083
561	0.3119888666
562	0.3118731048
563	0.3118226806
564	0.3116786818
565	0.3116384215
566	0.3114860339
567	0.311264118
568	0.3111875909
569	0.3108815886
570	0.3106922049
571	0.3106500875
572	0.3104779213
573	0.3102910311
574	0.3102195064
575	0.3101179229
576	0.3098789027
577	0.3098238961
578	0.3096411907
579	0.3093292927
580	0.3092872508
581	0.3090623946
582	0.3088964195
583	0.3087492544
584	0.3087231587
585	0.3085985618
586	0.3083159788
587	0.3081579538
588	0.3080274107
589	0.3079014502
590	0.3078168233
591	0.3076941091
592	0.3076602594
593	0.3075447502
594	0.307322051
595	0.3071418053
596	0.3069744342
597	0.3068832041
598	0.3067526839
599	0.3064829549
600	0.3063246767
601	0.3061833204
602	0.3060833436
603	0.3058546293
604	0.305782976
605	0.3056150119
606	0.305585678
607	0.3055084487
608	0.3052309077
609	0.3051333101
610	0.3050262216
611	0.3047443182
612	0.304685424
613	0.3046618859
614	0.3044412001
615	0.3042925846
616	0.3040543733
617	0.3039234974
618	0.3037728171
619	0.3036055182
620	0.3035724675
621	0.3034401085
622	0.3032912116
623	0.3030344814
624	0.3028202307
625	0.3027448399
626	0.3026543466
627	0.3025512566
628	0.30236561
629	0.3022698255
630	0.3020468755
631	0.3019127184
632	0.3018851668
633	0.3016205959
634	0.3014673439
635	0.3013887478
636	0.301060466
637	0.3009808422
638	0.3008461259
639	0.3005978572
640	0.3005297861
641	0.3004397147
642	0.300339548
643	0.3002401976
644	0.300120512
645	0.3000083868
646	0.2998369135
647	0.2997680056
648	0.2996203986
649	0.2995584692
650	0.2995149714
651	0.2994023442
652	0.2991337399
653	0.2991038119
654	0.2990517341
655	0.2989118608
656	0.2988052626
657	0.29875543
658	0.2986747352
659	0.2985415471
660	0.2984962664
661	0.2984158768
662	0.2983354214
663	0.2981492193
664	0.2979767743
665	0.2978793249
666	0.2976058546
667	0.2975470091
668	0.2975342049
669	0.2973586019
670	0.2973473622
671	0.2971660618
672	0.2971215738
673	0.2968762682
674	0.2966920802
675	0.2965771689
676	0.2964426499
677	0.2963083785
678	0.2961871734
679	0.296071181
680	0.2958539054
681	0.2956758725
682	0.2956004951
683	0.2955344597
684	0.2953193991
685	0.2951510706
686	0.2951118001
687	0.2949531212
688	0.2947976978
689	0.2947307638
690	0.2946486763
691	0.2946078899
692	0.2945203692
693	0.2942851568
694	0.2942569057
695	0.294054328
696	0.2939673231
697	0.2938581031
698	0.2936384702
699	0.2934409259
700	0.2931349657
701	0.2929703429
702	0.2928071092
703	0.2927097998
704	0.2926048227
705	0.292379179
706	0.2922849547
707	0.2920331937
708	0.2918978385
709	0.2916694471
710	0.2915246186
711	0.2913299509
712	0.2912274732
713	0.2911855409
714	0.291103184
715	0.2909375452
716	0.2906545196
717	0.2902696593
718	0.2900074037
719	0.2898927747
720	0.2898517908
721	0.2898469835
722	0.2897838056
723	0.2895762824
724	0.2894429365
725	0.289340182
726	0.289204927
727	0.2891204418
728	0.2889919263
729	0.2889798131
730	0.2888439522
731	0.2887042204
732	0.2886743208
733	0.2885488298
734	0.2882517628
735	0.2881892782
736	0.2881154765
737	0.2878859608
738	0.2876674252
739	0.2875643032
740	0.2872975039
741	0.2871881249
742	0.2870298094
743	0.2869908629
744	0.2867877248
745	0.2866689153
746	0.2865075125
747	0.2861885596
748	0.2860074374
749	0.2859245598
750	0.2858738926
751	0.2858442705
752	0.2857734145
753	0.2856631634
754	0.2855680748
755	0.2853163204
756	0.285047649
757	0.2847729367
758	0.2845920796
759	0.2844573843
760	0.2841860498
761	0.2839740022
762	0.2837330564
763	0.2835833128
764	0.283428618
765	0.2833618182
766	0.2832712232
767	0.2831919081
768	0.2831218091
769	0.2830496867
770	0.2827850918
771	0.2826674437
772	0.2825538892
773	0.2823535378
774	0.2822792425
775	0.282118298
776	0.2820306471
777	0.2817661305
778	0.2817609624
779	0.2816157572
780	0.2815312377
781	0.2812876
782	0.281075152
783	0.2809129277
784	0.2806699348
785	0.2805543866
786	0.2804899682
787	0.2801844247
788	0.2800612892
789	0.2799815587
790	0.2799212601
791	0.2797545062
792	0.2795598631
793	0.2793611661
794	0.2792567093
795	0.2791432315
796	0.2790620007
797	0.2789950836
798	0.2788836939
799	0.2786542024
800	0.2785226128
801	0.2784359542
802	0.2783657036
803	0.2781529749
804	0.2780881077
805	0.2778603499
806	0.2777266648
807	0.2776030451
808	0.2774652006
809	0.2772578384
810	0.2772114379
811	0.2771312161
812	0.2770401555
813	0.2769074037
814	0.2767476127
815	0.2766036892
816	0.2764277753
817	0.2763078618
818	0.2761820539
819	0.2760815343
820	0.2758057483
821	0.2756654516
822	0.2753878422
823	0.2752871373
824	0.2751407114
825	0.274910034
826	0.2748983636
827	0.2747719422
828	0.27461857
829	0.2745017041
830	0.274310102
831	0.2740649911
832	0.2739655541
833	0.2738495711
834	0.2738104021
835	0.273535595
836	0.2734555683
837	0.2731376332
838	0.272979437
839	0.2728602927
840	0.2727567128
841	0.2725689542
842	0.272366744
843	0.2722134331
844	0.2720004297
845	0.2718477724
846	0.2717807377
847	0.2716565567
848	0.2716062376
849	0.2715407061
850	0.2714038833
851	0.271317321
852	0.2710275466
853	0.2709580189
854	0.27077693
855	0.2706208107
856	0.270498131
857	0.2702903946
858	0.2701763507
859	0.2699733996
860	0.2698449823
861	0.2697342396
862	0.2696853636
863	0.2694250307
864	0.2694185732
865	0.2692611953
866	0.2691118325
867	0.2690157216
868	0.2687753765
869	0.2686986324
870	0.2685726917
871	0.2684682683
872	0.2683018145
873	0.2681106563
874	0.2680269755
875	0.2679096581
876	0.2677343865
877	0.2676467094
878	0.2673871044
879	0.2672939329
880	0.267182134
881	0.2669289205
882	0.2668056233
883	0.2665945358
884	0.2665017995
885	0.2662843782
886	0.2661947582
887	0.2660508117
888	0.2659075983
889	0.2658041655
890	0.2655836077
891	0.2653688687
892	0.2652578625
893	0.2652063458
894	0.2650698443
895	0.2648620135
896	0.2648130337
897	0.2647202604
898	0.2645596858
899	0.2644445335
900	0.2641173738
901	0.2640527902
902	0.2639944172
903	0.263685515
904	0.2635936708
905	0.2633216696
906	0.2630624565
907	0.2630008958
908	0.2629081886
909	0.2626644564
910	0.262344449
911	0.2621911538
912	0.2621018332
913	0.2620016284
914	0.2619369661
915	0.2619312282
916	0.2618598435
917	0.2617944779
918	0.2616336824
919	0.2615458055
920	0.2614054336
921	0.2612543863
922	0.2611212173
923	0.2610341008
924	0.2610143739
925	0.2608636682
926	0.260780038
927	0.2606489053
928	0.2605726022
929	0.2604948947
930	0.2603947448
931	0.260120464
932	0.26
933	0.2598875957
934	0.259745449
935	0.2596997529
936	0.2595942529
937	0.259521312
938	0.2594616671
939	0.2593845729
940	0.2592608553
941	0.2589748234
942	0.2587789672
943	0.2587181008
944	0.258614597
945	0.2583747454
946	0.2582628666
947	0.2582078766
948	0.2580748804
949	0.2579475707
950	0.2578259085
951	0.2577422461
952	0.2576386709
953	0.2575959832
954	0.2575632903
955	0.2575320935
956	0.2574685604
957	0.2572318567
958	0.257007073
959	0.2568604271
960	0.2568050997
961	0.2564693638
962	0.256257433
963	0.2562333245
964	0.2561041508
965	0.255987567
966	0.2558892106
967	0.255726496
968	0.2554827895
969	0.2554211785
970	0.2552688214
971	0.2550524974
972	0.2549620743
973	0.2548898504
974	0.254808286
975	0.2547084925
976	0.2546215259
977	0.2545652767
978	0.2544621116
979	0.2543653593
980	0.2541848256
981	0.2541258084
982	0.253869762
983	0.2536964251
984	0.2535830001
985	0.2535513893
986	0.2534803488
987	0.2533734274
988	0.2532668193
989	0.2531212592
990	0.252946156
991	0.2528710425
992	0.2528004622
993	0.252689599
994	0.2525408559
995	0.2524613171
996	0.2523751487
997	0.2523435142
998	0.2522509523
999	0.2521173386
